,conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description
7130,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/81633a44-f1db-4a01-a940-804c6905e330,skill/competence,cross-sector,use word processing software,"Google Docs
GNU TeXmacs
IBM Lotus Word Pro
AbiWord
TextEdit
LaTeX
WordGraph
QuickOffice
Calligra Words
Kingsoft Office Writer
LibreOffice Writer
use document processing program
Atlantis Word Processor
Polaris Office
produce text files
type text
make use of word processing software
apply word processing software
use word processor
using word processor
Microsoft Office Word
Apple Pages
Zoho Writer
use word processing
WordPad
able to use using word processing software
Textilus
utilise word processing software
ThinkFree Office
IntelliTalk
use text processing program","GNU TeXmacs
Kingsoft Office Writer
LibreOffice Writer
WordPad
LaTeX
ThinkFree Office
QuickOffice
Calligra Words
Atlantis Word Processor
Textilus
WordGraph
IntelliTalk
Polaris Office
TextEdit
Google Docs
Zoho Writer
AbiWord
IBM Lotus Word Pro
Apple Pages
Microsoft Office Word",released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Use computer software applications for composition, editing, formatting, and printing of any sort of written material."
7137,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8181aa4c-42bc-4036-a3d2-5cb6bbb34239,skill/competence,sector-specific,handle cybersecurity incidents,"analyse cybersecurity incidents
handle cybersecurity incidents in production facilities
monitor security logs
respond to cyber incidents
monitor the security of digital systems",,released,2025-04-11T13:15:41.317Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Detect, identify, analyze, and respond, to cybersecurity incidents in an organization's systems or network. It involves incident response plans such as intrusion detection systems, log analysis, and documenting detailed information about potential incidents."
7140,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/818c2b89-1335-4443-ada7-e1046862e273,skill/competence,sector-specific,install automation components,"fit automation components
automation component installing
fitting automation components
automation components fitting
automation components installing
automation component fitting
installing automation components",,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Install the automation components according to the specifications of the circuit diagram.
7150,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/81b082fb-9a00-4660-976a-10c985979100,knowledge,sector-specific,IBM InfoSphere Information Server,IBM InfoSphere Information Server platform,,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The software program IBM InfoSphere Information Server is a platform for integration of information from multiple applications, created and maintained by organisations, into one consistent and transparent data structure, developed by the software company IBM."
7170,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8203b07a-8097-4383-aff6-603b7df7f0f4,knowledge,occupation-specific,ATM systems,"cash points
automatic teller machine systems
ATM system
holes in the wall
automated banking machines
automated teller machines
minibanks
automated teller machine systems
ABMs
cash machines",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The different technologies, software, hardware and operations that are used or can be found in automated teller machines."
7179,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/82312096-4df8-49ce-9cdd-a6e08af56b45,skill/competence,occupation-specific,evaluate information services using metrics,"using metrics to evaluate information services
evaluating information services using metrics
rate information services using metrics
gauge information services using metrics
assess information services using metrics
evaluate information service using metrics",,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Use bibliometrics, webometrics and web metrics to evaluate information services."
7180,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/82313e12-9d39-47d1-b7c9-78bbd6bb50e2,knowledge,cross-sector,CAE software,"computer-aided engineering software
computer-aided engineering softwares
CAE software tools",,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The software to perform computer-aided engineering (CAE) analysis tasks such as Finite Element Analysis and Computional Fluid Dynamics.
7183,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/82394321-7f35-4a29-b2fa-4a58f66258f5,skill/competence,cross-sector,simulate transport problems,"simulate transports problems
simulate problems for transports",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Implement transport-related data in software and computer models to simulate transport issues such as traffic jams in order to find innovative solutions.
7223,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/82de2df7-0d6c-42b1-94ac-b3e9a029e917,skill/competence,cross-sector,use back-up and recovery tools,"use recovery software
use back-up and recovery software
use back-up software
use recovery tools
back-up and recovery tools using
using back-up and recovery tools
using back-up and recovery software
use back-up tools",,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Use tools which allow users to copy and archive computer software, configurations and data and recover them in case of loss."
7231,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8300443c-c793-4102-bff5-aa917a0cb39f,skill/competence,cross-sector,define roadmap for blockchain in applications,create a blockchain roadmap in applications,,released,2023-11-29T16:36:04.907Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Define and follow a roadmap for the introduction of blockchain in a particular application. Identify the key actions and roles required, as well as the essential milestones and deliverables to achieve."
7236,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/83218cac-3599-417e-93d2-26013cdccd98,knowledge,sector-specific,service-oriented modelling,"ICT service models
service oriented models
SaaS model
Software as a service
SaaS
service-oriented modeling",,released,2025-08-01T12:46:31.249Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The principles and fundamentals of service-oriented modelling for business and software systems that allow the design and specification of service-oriented business systems within a variety of architectural styles, such as enterprise architecture and application architecture."
7238,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8327754d-3990-4056-b07e-4faa49cfcd26,skill/competence,sector-specific,innovate in ICT,conduct research in ICT,,released,2025-06-25T12:15:04.406Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Create and describe new original research and innovation ideas within the field of information and communication technologies, compare to the emerging technologies and trends and plan the development of new ideas."
7247,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8359bd04-d2cb-4757-af1f-39a921df9efe,skill/competence,cross-sector,remove computer virus or malware from a computer,"removing virus from a computer
removing malware from a computer
cleaning malware-infected computer
removing computer virus or malware from a computer
remove virus from a computer
clean malware-infected computer
clean virus-infected computer
cleaning virus-infected computer
computer virus or malware removing from a computer
remove malware from a computer",,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Carry out actions to remove computer viruses or other types of malware from a computer.
7251,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8369c2d6-c100-4cf6-bd83-9668d8678433,skill/competence,sector-specific,utilise machine learning,"carry out machine learning
use machine learning
utilize machine learning
perform machine learning",,released,2024-02-28T10:50:04.633Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Use techniques and algorithms that are able to extract mastery out of data, learn from it and make predictions, to be used for program optimisation, application adaptation, pattern recognition, filtering, search engines and computer vision."
7252,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8369ede5-4200-4a44-be2e-bc60ef959259,knowledge,sector-specific,Microsoft Visual C++,"MS Visual C++
Visual C++
VC++
MSVC",,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The computer program Visual C++ is a suite of software development tools for writing programs, such as compiler, debugger, code editor, code highlights, packaged in a unified user interface. It is developed by the software company Microsoft."
7256,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/83934f53-5ffa-478f-9f8f-b779e9b4fc7a,knowledge,sector-specific,self-service technologies in tourism,"automated tourism services
self-service technologies in the tourism industry
autonomous tourism experiences",,released,2024-03-01T11:30:29.385Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The application of self-service technologies in the tourism industry: performing online bookings, self-check-ins for hotels and airlines, allowing clients to perform and complete reservations by themselves using digital tools."
7264,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/83b33952-3872-46ec-9a2e-b28f91303a7e,skill/competence,sector-specific,oversee development of software,"oversee development of applications
coordinate development of applications
monitor development of software
manage the development of a software
coordinate development of software",,released,2025-06-25T12:15:04.406Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Organise, plan and supervise the development of the applications and frameworks in order to create a software product, from the earliest planning stages to the final product test."
